File Name,Categories,Suggested Title,Path
config.py,,Untitled,/Users/steven/clean/config.py
batch-info.py,,Untitled,/Users/steven/clean/batch-info.py
docs.py,,Untitled,/Users/steven/clean/docs.py
other.py,,Untitled,/Users/steven/clean/other.py
all.py,,Untitled,/Users/steven/clean/all.py
img.py,,Untitled,/Users/steven/clean/img.py
vids.py,,Untitled,/Users/steven/clean/vids.py
audio.py,,Untitled,/Users/steven/clean/audio.py
