Filename,Extension,Category,File Size,Duration,Creation Date,Original Path,SHA256,Is Duplicate,Duplicate Of,Lines,Chars,Width,Height,DPI,Mode,Bitrate,Sample Rate
audio 80.py,.py,Code,6.83 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 80.py,,False,,196,6991,,,,,,
audio 90.py,.py,Code,4.80 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 90.py,,False,,160,4918,,,,,,
audio 73.py,.py,Code,3.27 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 73.py,,False,,95,3347,,,,,,
audio 63.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 63.py,,False,,244,7463,,,,,,
audio 32.py,.py,Code,4.38 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 32.py,,False,,145,4481,,,,,,
audio 26.py,.py,Code,298.00 B,,05-10-26,/Users/steven/scripts/clean/audio/audio 26.py,,False,,12,298,,,,,,
audio 77.py,.py,Code,6.35 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 77.py,,False,,219,6501,,,,,,
audio 57.py,.py,Code,3.27 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 57.py,,False,,95,3347,,,,,,
audio 84.py,.py,Code,7.34 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 84.py,,False,,245,7514,,,,,,
audio 94.py,.py,Code,298.00 B,,05-10-26,/Users/steven/scripts/clean/audio/audio 94.py,,False,,14,298,,,,,,
audio 43.py,.py,Code,4.38 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 43.py,,False,,145,4481,,,,,,
audio 12.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 12.py,,False,,243,7462,,,,,,
audio 53.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 53.py,,False,,242,7461,,,,,,
audio 67.py,.py,Code,7.34 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 67.py,,False,,245,7514,,,,,,
audio 76.py,.py,Code,7.34 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 76.py,,False,,245,7514,,,,,,
audio 36.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 36.py,,False,,243,7462,,,,,,
audio 27.py,.py,Code,7.19 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 27.py,,False,,229,7359,,,,,,
audio 42.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 42.py,,False,,242,7461,,,,,,
audio 52.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 52.py,,False,,242,7461,,,,,,
audio 13.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 13.py,,False,,243,7462,,,,,,
audio 85.py,.py,Code,7.34 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 85.py,,False,,245,7514,,,,,,
audio 95.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 95.py,,False,,242,7461,,,,,,
audio 37.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 37.py,,False,,243,7462,,,,,,
audio 66.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 66.py,,False,,244,7463,,,,,,
audio 46.py,.py,Code,3.27 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 46.py,,False,,95,3347,,,,,,
audio 72.py,.py,Code,7.19 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 72.py,,False,,230,7360,,,,,,
audio 23.py,.py,Code,7.28 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 23.py,,False,,234,7453,,,,,,
audio 17.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 17.py,,False,,243,7462,,,,,,
audio 81.py,.py,Code,7.28 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 81.py,,False,,235,7454,,,,,,
audio 33.py,.py,Code,298.00 B,,05-10-26,/Users/steven/scripts/clean/audio/audio 33.py,,False,,12,298,,,,,,
audio 91.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 91.py,,False,,244,7463,,,,,,
audio 62.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 62.py,,False,,244,7463,,,,,,
audio 56.py,.py,Code,7.19 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 56.py,,False,,229,7359,,,,,,
audio 86.py,.py,Code,298.00 B,,05-10-26,/Users/steven/scripts/clean/audio/audio 86.py,,False,,12,298,,,,,,
audio 24.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 24.py,,False,,243,7462,,,,,,
audio 75.py,.py,Code,7.19 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 75.py,,False,,229,7359,,,,,,
audio 51.py,.py,Code,298.00 B,,05-10-26,/Users/steven/scripts/clean/audio/audio 51.py,,False,,14,298,,,,,,
audio 41.py,.py,Code,298.00 B,,05-10-26,/Users/steven/scripts/clean/audio/audio 41.py,,False,,14,298,,,,,,
audio 65.py,.py,Code,298.00 B,,05-10-26,/Users/steven/scripts/clean/audio/audio 65.py,,False,,14,298,,,,,,
audio 10.py,.py,Code,1.66 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 10.py,,False,,64,1700,,,,,,
audio 34.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 34.py,,False,,242,7461,,,,,,
audio 45.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 45.py,,False,,243,7462,,,,,,
audio 96.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 96.py,,False,,244,7463,,,,,,
audio 14.py,.py,Code,12.67 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 14.py,,False,,459,12977,,,,,,
audio 82.py,.py,Code,7.28 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 82.py,,False,,235,7454,,,,,,
audio 71.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 71.py,,False,,242,7461,,,,,,
audio 20.py,.py,Code,7.28 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 20.py,,False,,234,7453,,,,,,
audio 9.py,.py,Code,298.00 B,,05-10-26,/Users/steven/scripts/clean/audio/audio 9.py,,False,,12,298,,,,,,
audio 30.py,.py,Code,298.00 B,,05-10-26,/Users/steven/scripts/clean/audio/audio 30.py,,False,,12,298,,,,,,
audio 61.py,.py,Code,5.64 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 61.py,,False,,155,5772,,,,,,
audio 55.py,.py,Code,6.35 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 55.py,,False,,219,6501,,,,,,
audio 92.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 92.py,,False,,244,7463,,,,,,
audio 44.py,.py,Code,298.00 B,,05-10-26,/Users/steven/scripts/clean/audio/audio 44.py,,False,,14,298,,,,,,
audio 15.py,.py,Code,7.20 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 15.py,,False,,231,7374,,,,,,
audio 70.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 70.py,,False,,244,7463,,,,,,
audio 83.py,.py,Code,12.88 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 83.py,,False,,374,13184,,,,,,
audio 21.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 21.py,,False,,243,7462,,,,,,
audio 31.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 31.py,,False,,242,7461,,,,,,
audio 8.py,.py,Code,3.06 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 8.py,,False,,102,3133,,,,,,
audio 60.py,.py,Code,7.20 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 60.py,,False,,232,7375,,,,,,
audio 54.py,.py,Code,6.88 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 54.py,,False,,270,7050,,,,,,
audio 93.py,.py,Code,298.00 B,,05-10-26,/Users/steven/scripts/clean/audio/audio 93.py,,False,,14,298,,,,,,
audio 87.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 87.py,,False,,242,7461,,,,,,
audio 25.py,.py,Code,7.19 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 25.py,,False,,229,7359,,,,,,
audio 74.py,.py,Code,7.34 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 74.py,,False,,245,7514,,,,,,
audio 40.py,.py,Code,762.00 B,,05-10-26,/Users/steven/scripts/clean/audio/audio 40.py,,False,,28,762,,,,,,
audio 50.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 50.py,,False,,242,7461,,,,,,
audio 11.py,.py,Code,7.28 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 11.py,,False,,234,7453,,,,,,
audio 35.py,.py,Code,7.48 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 35.py,,False,,286,7658,,,,,,
audio 64.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 64.py,,False,,243,7462,,,,,,
audio 97.py,.py,Code,298.00 B,,05-10-26,/Users/steven/scripts/clean/audio/audio 97.py,,False,,14,298,,,,,,
audio 100.py,.py,Code,6.88 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 100.py,,False,,270,7050,,,,,,
audio 7.py,.py,Code,8.74 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 7.py,,False,,307,8954,,,,,,
audio.py,.py,Code,3.70 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio.py,,False,,109,3787,,,,,,
audio 88.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 88.py,,False,,244,7463,,,,,,
audio 98.py,.py,Code,7.19 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 98.py,,False,,229,7359,,,,,,
audio 3.py,.py,Code,7.25 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 3.py,,False,,241,7419,,,,,,
audio 99.py,.py,Code,6.83 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 99.py,,False,,196,6991,,,,,,
audio 6.py,.py,Code,5.36 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 6.py,,False,,167,5491,,,,,,
audio 2.py,.py,Code,7.25 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 2.py,,False,,241,7419,,,,,,
audio 89.py,.py,Code,6.35 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 89.py,,False,,219,6501,,,,,,
audio 101.py,.py,Code,7.34 KB,,05-10-26,/Users/steven/scripts/clean/audio/audio 101.py,,False,,245,7514,,,,,,
vids 56.py,.py,Code,7.18 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 56.py,,False,,229,7348,,,,,,
vids 62.py,.py,Code,7.21 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 62.py,,False,,241,7385,,,,,,
vids 33.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 33.py,,False,,243,7463,,,,,,
vids 23.py,.py,Code,6.83 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 23.py,,False,,196,6993,,,,,,
vids 37.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 37.py,,False,,243,7463,,,,,,
vids 17.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 17.py,,False,,244,7464,,,,,,
vids 46.py,.py,Code,7.33 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 46.py,,False,,244,7502,,,,,,
vids 66.py,.py,Code,7.21 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 66.py,,False,,241,7385,,,,,,
vids 52.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 52.py,,False,,243,7463,,,,,,
vids 42.py,.py,Code,7.28 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 42.py,,False,,234,7454,,,,,,
vids 27.py,.py,Code,7.33 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 27.py,,False,,244,7502,,,,,,
vids 13.py,.py,Code,7.18 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 13.py,,False,,229,7348,,,,,,
vids 36.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 36.py,,False,,244,7464,,,,,,
vids 12.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 12.py,,False,,244,7464,,,,,,
vids 67.py,.py,Code,8.53 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 67.py,,False,,302,8737,,,,,,
vids 53.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 53.py,,False,,243,7463,,,,,,
vids 43.py,.py,Code,7.28 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 43.py,,False,,234,7454,,,,,,
vids 26.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 26.py,,False,,244,7464,,,,,,
vids 63.py,.py,Code,14.51 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 63.py,,False,,511,14854,,,,,,
vids 57.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 57.py,,False,,243,7463,,,,,,
vids 32.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 32.py,,False,,244,7464,,,,,,
vids 47.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 47.py,,False,,242,7462,,,,,,
vids 22.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 22.py,,False,,244,7464,,,,,,
vids 16.py,.py,Code,6.83 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 16.py,,False,,196,6993,,,,,,
vids 68.py,.py,Code,14.51 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 68.py,,False,,511,14854,,,,,,
vids 5.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 5.py,,False,,243,7463,,,,,,
vids 39.py,.py,Code,7.28 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 39.py,,False,,235,7455,,,,,,
vids 29.py,.py,Code,7.33 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 29.py,,False,,244,7502,,,,,,
vids 58.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 58.py,,False,,243,7463,,,,,,
vids 19.py,.py,Code,7.28 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 19.py,,False,,235,7455,,,,,,
vids 48.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 48.py,,False,,244,7464,,,,,,
vids 59.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 59.py,,False,,244,7464,,,,,,
vids 49.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 49.py,,False,,243,7463,,,,,,
vids 38.py,.py,Code,7.18 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 38.py,,False,,229,7348,,,,,,
vids 18.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 18.py,,False,,243,7463,,,,,,
vids 28.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 28.py,,False,,243,7463,,,,,,
vids 4.py,.py,Code,7.33 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 4.py,,False,,244,7502,,,,,,
vids 3.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 3.py,,False,,243,7463,,,,,,
vids 7.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 7.py,,False,,242,7462,,,,,,
vids.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids.py,,False,,243,7463,,,,,,
vids 6.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 6.py,,False,,242,7462,,,,,,
vids 9.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 9.py,,False,,242,7462,,,,,,
vids 2.py,.py,Code,7.33 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 2.py,,False,,244,7502,,,,,,
vids 35.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 35.py,,False,,244,7464,,,,,,
vids 64.py,.py,Code,14.51 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 64.py,,False,,511,14854,,,,,,
vids 50.py,.py,Code,7.18 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 50.py,,False,,229,7348,,,,,,
vids 11.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 11.py,,False,,242,7462,,,,,,
vids 40.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 40.py,,False,,243,7463,,,,,,
vids 25.py,.py,Code,14.79 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 25.py,,False,,521,15141,,,,,,
vids 54.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 54.py,,False,,243,7463,,,,,,
vids 31.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 31.py,,False,,243,7463,,,,,,
vids 60.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 60.py,,False,,243,7463,,,,,,
vids 21.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 21.py,,False,,243,7463,,,,,,
vids 44.py,.py,Code,7.18 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 44.py,,False,,229,7348,,,,,,
vids 15.py,.py,Code,7.18 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 15.py,,False,,229,7348,,,,,,
vids 55.py,.py,Code,7.11 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 55.py,,False,,237,7282,,,,,,
vids 61.py,.py,Code,7.33 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 61.py,,False,,244,7502,,,,,,
vids 30.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 30.py,,False,,243,7463,,,,,,
vids 14.py,.py,Code,7.28 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 14.py,,False,,234,7454,,,,,,
vids 20.py,.py,Code,12.86 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 20.py,,False,,466,13170,,,,,,
vids 45.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 45.py,,False,,243,7463,,,,,,
vids 8.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 8.py,,False,,242,7462,,,,,,
vids 65.py,.py,Code,7.18 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 65.py,,False,,229,7348,,,,,,
vids 41.py,.py,Code,7.33 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 41.py,,False,,244,7502,,,,,,
vids 34.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 34.py,,False,,242,7462,,,,,,
vids 10.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 10.py,,False,,242,7462,,,,,,
vids 51.py,.py,Code,7.29 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 51.py,,False,,244,7464,,,,,,
vids 24.py,.py,Code,7.33 KB,,05-10-26,/Users/steven/scripts/clean/vids/vids 24.py,,False,,244,7502,,,,,,
SETUP_X_CMD_KEYS_v2.sh,.sh,Script,1.73 KB,,05-10-26,/Users/steven/scripts/x-cmd/SETUP_X_CMD_KEYS_v2.sh,,False,,70,1769,,,,,,
README.md,.md,Doc,497.00 B,,05-10-26,/Users/steven/scripts/x-cmd/README.md,,False,,,,,,,,,
grok-diagnostics_v2.sh,.sh,Script,1.77 KB,,05-10-26,/Users/steven/scripts/x-cmd/grok-diagnostics_v2.sh,,False,,69,1809,,,,,,
grok-diagnostics.sh,.sh,Script,2.05 KB,,05-10-26,/Users/steven/scripts/x-cmd/grok-diagnostics.sh,,False,,69,2101,,,,,,
SETUP_X_CMD_KEYS.sh,.sh,Script,1.67 KB,,05-10-26,/Users/steven/scripts/x-cmd/SETUP_X_CMD_KEYS.sh,,False,,64,1678,,,,,,
setup_all_envs.sh,.sh,Script,5.32 KB,,05-10-26,/Users/steven/scripts/archive-old/setup_all_envs.sh,,False,,152,4430,,,,,,
package_manager_cleanup.sh,.sh,Script,7.26 KB,,05-10-26,/Users/steven/scripts/archive-old/package_manager_cleanup.sh,,False,,285,7407,,,,,,
setup.sh,.sh,Script,628.00 B,,05-10-26,/Users/steven/scripts/archive-old/setup.sh,,False,,33,628,,,,,,
rename_10_targeted.sh,.sh,Script,3.83 KB,,05-10-26,/Users/steven/scripts/archive-old/rename_10_targeted.sh,,False,,138,3812,,,,,,
sortD.sh,.sh,Script,715.00 B,,05-10-26,/Users/steven/scripts/archive-old/sortD.sh,,False,,33,715,,,,,,
cleanup_crontab_entry.txt,.txt,Text,345.00 B,,05-10-26,/Users/steven/scripts/archive-old/cleanup_crontab_entry.txt,,False,,,,,,,,,
carbon-automation-v3.sh,.sh,Script,348.00 B,,05-10-26,/Users/steven/scripts/archive-old/carbon-automation-v3.sh,,False,,11,348,,,,,,
cleanup_redundant_files.sh,.sh,Script,2.13 KB,,05-10-26,/Users/steven/scripts/archive-old/cleanup_redundant_files.sh,,False,,71,2184,,,,,,
recursive_content_aware_rename.sh,.sh,Script,11.70 KB,,05-10-26,/Users/steven/scripts/archive-old/recursive_content_aware_rename.sh,,False,,336,11803,,,,,,
carbon_image_analyze_optimize.sh,.sh,Script,14.48 KB,,05-10-26,/Users/steven/scripts/archive-old/carbon_image_analyze_optimize.sh,,False,,515,14757,,,,,,
setup_uv_project.sh,.sh,Script,2.80 KB,,05-10-26,/Users/steven/scripts/archive-old/setup_uv_project.sh,,False,,160,2818,,,,,,
preview_renames.sh,.sh,Script,3.67 KB,,05-10-26,/Users/steven/scripts/archive-old/preview_renames.sh,,False,,103,3599,,,,,,
safe_recursive_rename.sh,.sh,Script,11.95 KB,,05-10-26,/Users/steven/scripts/archive-old/safe_recursive_rename.sh,,False,,346,12065,,,,,,
automated_cleanup.sh,.sh,Script,5.42 KB,,05-10-26,/Users/steven/scripts/archive-old/automated_cleanup.sh,,False,,169,5468,,,,,,
evolution-updater.sh,.sh,Script,11.78 KB,,05-10-26,/Users/steven/scripts/archive-old/evolution-updater.sh,,False,,373,11951,,,,,,
setup_ai_tools_config.sh,.sh,Script,4.00 KB,,05-10-26,/Users/steven/scripts/archive-old/setup_ai_tools_config.sh,,False,,164,4049,,,,,,
sorty.sh,.sh,Script,900.00 B,,05-10-26,/Users/steven/scripts/archive-old/sorty.sh,,False,,40,900,,,,,,
ollama_menu_1.sh,.sh,Script,5.29 KB,,05-10-26,/Users/steven/scripts/archive-old/ollama_menu_1.sh,,False,,196,5123,,,,,,
setup_home_search.sh,.sh,Script,1.43 KB,,05-10-26,/Users/steven/scripts/archive-old/setup_home_search.sh,,False,,46,1464,,,,,,
carbon-automation-v2.sh,.sh,Script,5.46 KB,,05-10-26,/Users/steven/scripts/archive-old/carbon-automation-v2.sh,,False,,215,5588,,,,,,
setup_uv_clean.sh,.sh,Script,1.89 KB,,05-10-26,/Users/steven/scripts/archive-old/setup_uv_clean.sh,,False,,76,1914,,,,,,
ollama_prompt.sh,.sh,Script,1.22 KB,,05-10-26,/Users/steven/scripts/archive-old/ollama_prompt.sh,,False,,55,1243,,,,,,
complete_content_aware_rename_fixed.sh,.sh,Script,11.82 KB,,05-10-26,/Users/steven/scripts/archive-old/complete_content_aware_rename_fixed.sh,,False,,342,11892,,,,,,
cleanup_home.sh,.sh,Script,7.16 KB,,05-10-26,/Users/steven/scripts/archive-old/cleanup_home.sh,,False,,226,7203,,,,,,
cleanup_safe.sh,.sh,Script,2.87 KB,,05-10-26,/Users/steven/scripts/archive-old/cleanup_safe.sh,,False,,60,2830,,,,,,
cleanup_carbon_images.sh,.sh,Script,3.79 KB,,05-10-26,/Users/steven/scripts/archive-old/cleanup_carbon_images.sh,,False,,134,3880,,,,,,
ollama_setup_light.sh,.sh,Script,1.37 KB,,05-10-26,/Users/steven/scripts/archive-old/ollama_setup_light.sh,,False,,57,1402,,,,,,
setup-ai-apis.sh,.sh,Script,22.60 KB,,05-10-26,/Users/steven/scripts/archive-old/setup-ai-apis.sh,,False,,699,22051,,,,,,
batch_optimize.sh,.sh,Script,1.63 KB,,05-10-26,/Users/steven/scripts/archive-old/batch_optimize.sh,,False,,51,1660,,,,,,
execute_all_content_aware_rename.sh,.sh,Script,10.49 KB,,05-10-26,/Users/steven/scripts/archive-old/execute_all_content_aware_rename.sh,,False,,305,10577,,,,,,
convert_to_mp3s.sh,.sh,Script,2.34 KB,,05-10-26,/Users/steven/scripts/archive-old/convert_to_mp3s.sh,,False,,40,2391,,,,,,
setup_xsh_tool.sh,.sh,Script,1.39 KB,,05-10-26,/Users/steven/scripts/archive-old/setup_xsh_tool.sh,,False,,42,1409,,,,,,
rename_x27_directories.sh,.sh,Script,3.53 KB,,05-10-26,/Users/steven/scripts/archive-old/rename_x27_directories.sh,,False,,132,3508,,,,,,
final-aggressive-cleanup.sh,.sh,Script,2.01 KB,,05-10-26,/Users/steven/scripts/archive-old/final-aggressive-cleanup.sh,,False,,72,2023,,,,,,
cleanup_system.sh,.sh,Script,1.57 KB,,05-10-26,/Users/steven/scripts/archive-old/cleanup_system.sh,,False,,74,1611,,,,,,
update_enhanced.sh,.sh,Script,22.07 KB,,05-10-26,/Users/steven/scripts/archive-old/update_enhanced.sh,,False,,679,22293,,,,,,
carbon_gallery.md.txt,.txt,Text,2.19 KB,,05-10-26,/Users/steven/scripts/archive-old/carbon_gallery.md.txt,,False,,,,,,,,,
rename_first_10.sh,.sh,Script,3.45 KB,,05-10-26,/Users/steven/scripts/archive-old/rename_first_10.sh,,False,,132,3422,,,,,,
setup-master-api-keys.sh,.sh,Script,15.14 KB,,05-10-26,/Users/steven/scripts/archive-old/setup-master-api-keys.sh,,False,,468,14844,,,,,,
setup-api-keys-simple.sh,.sh,Script,11.32 KB,,05-10-26,/Users/steven/scripts/archive-old/setup-api-keys-simple.sh,,False,,352,10934,,,,,,
setup_grok.sh,.sh,Script,8.25 KB,,05-10-26,/Users/steven/scripts/archive-old/setup_grok.sh,,False,,304,8438,,,,,,
optimize_pngs.sh,.sh,Script,1.09 KB,,05-10-26,/Users/steven/scripts/archive-old/optimize_pngs.sh,,False,,44,1110,,,,,,
setup_mcp_servers.sh,.sh,Script,2.31 KB,,05-10-26,/Users/steven/scripts/archive-old/setup_mcp_servers.sh,,False,,89,2334,,,,,,
wifi-optimize.sh,.sh,Script,1.56 KB,,05-10-26,/Users/steven/scripts/archive-old/wifi-optimize.sh,,False,,56,1589,,,,,,
setup_system.sh,.sh,Script,3.39 KB,,05-10-26,/Users/steven/scripts/archive-old/setup_system.sh,,False,,130,3463,,,,,,
cleanup_large_folders.sh,.sh,Script,10.55 KB,,05-10-26,/Users/steven/scripts/archive-old/cleanup_large_folders.sh,,False,,285,10802,,,,,,
cleanup_local_dirs.sh,.sh,Script,6.38 KB,,05-10-26,/Users/steven/scripts/archive-old/cleanup_local_dirs.sh,,False,,217,6258,,,,,,
cleanup_python_conservative.sh,.sh,Script,3.31 KB,,05-10-26,/Users/steven/scripts/archive-old/cleanup_python_conservative.sh,,False,,109,3323,,,,,,
